name,href
Abraham Cowley,/frasi-di/abram-nelson-cowley/
Hannah Parkhouse Cowley,/frasi-di/hannah-cowley/
Malcolm Cowley,/frasi-di/malcolm-cowley/
William Cowper,/frasi-di/william-cowper/
Alex Cox,/frasi-di/alex-cox/
Brian Cox,/frasi-di/brian-cox/
Courteney Cox,/frasi-di/courteney-cox/
Richard Coyle,/frasi-di/richard-coyle/
Peter Coyote,/frasi-di/peter-coyote/
James Gould Cozzens,/frasi-di/james-gould-cozzens/
George Crabbe,/frasi-di/george-crabbe/
Carlo Cracco,/frasi-di/carlo-cracco/
Daniel Craig,/frasi-di/daniel-craig/
John Craig,/frasi-di/john-craig/
Marianne Craig Moore,/frasi-di/marianne-craig-moore/
Dinah Maria Mulock Craik,/frasi-di/dinah-maria-mulock-craik/
Warren Cramer,/frasi-di/warren-cramer/
Bruce Crampton,/frasi-di/bruce-crampton/
Cheryl Crane,/frasi-di/cheryl-crane/
David Crane,/frasi-di/david-crane/
Frank Crane,/frasi-di/frank-crane/
Frederick Evan Crane,/frasi-di/frederick-evan-crane/
George W. Crane,/frasi-di/george-w-crane/
Stephen Crane,/frasi-di/stephen-crane/
Bryan Cranston,/frasi-di/bryan-cranston/
Marcus Licinius Crassus,/frasi-di/marco-licinio-crasso/
Arthur Cravan,/frasi-di/arthur-cravan/
Thomas Craven,/frasi-di/thomas-craven/
Wes Craven,/frasi-di/wes-craven/
Cindy Crawford,/frasi-di/cindy-crawford/
Joan Crawford,/frasi-di/joan-crawford/
Bettino Craxi,/frasi-di/bettino-craxi/
Stefania Craxi,/frasi-di/stefania-craxi/
Seymour Cray,/frasi-di/seymour-cray/
Claude Prosper Crebillon,/frasi-di/claude-prosper-crebillon/
Mandell Creighton,/frasi-di/mandell-creighton/
Raul Cremona,/frasi-di/raul-cremona/
Cesare Cremonini,/frasi-di/cesare-cremonini/
Richard Crenna,/frasi-di/richard-crenna/
Paolo Crepet,/frasi-di/paolo-crepet/
Terry Crews,/frasi-di/terry-crews/
Emiliano Cribari,/frasi-di/emiliano-cribari/
Michael Crichton,/frasi-di/michael-crichton/
Robert X. Cringely,/frasi-di/mark-stephens/
Pietro Crisologo,/frasi-di/pietro-crisologo/
Quentin Crisp,/frasi-di/quentin-crisp/
Francesco Crispi,/frasi-di/francesco-crispi/
Cristiano Malgioglio,/frasi-di/cristiano-malgioglio/
Cristiano Ronaldo,/frasi-di/cristiano-ronaldo/
Simone Cristicchi,/frasi-di/simone-cristicchi/
Queen Christina of Sweden,/frasi-di/cristina-alessandra-maria-augusta-di-vasa/
Cristina Donà,/frasi-di/cristina-dona/
Michael Cristofer,/frasi-di/michael-cristofer/
Samantha Cristoforetti,/frasi-di/samantha-cristoforetti/
Brana Crncevic,/frasi-di/brana-crncevic/
Benedetto Croce,/frasi-di/benedetto-croce/
Giulio Cesare Croce,/frasi-di/giulio-cesare-croce/
James Cromwell,/frasi-di/james-cromwell/
Oliver Cromwell,/frasi-di/oliver-cromwell/
David Paul Cronenberg,/frasi-di/david-paul-cronenberg/
Walter Cronkite,/frasi-di/walter-cronkite/
James Crook,/frasi-di/james-crook/
Bing Crosby,/frasi-di/bing-crosby/
David Crosby,/frasi-di/david-crosby/
Greg Crosby,/frasi-di/greg-crosby/
Norm Crosby,/frasi-di/norm-crosby/
 Phil Crosby,/frasi-di/philip-bayard-crosby/
Amanda Cross,/frasi-di/amanda-cross/
David Cross,/frasi-di/david-cross/
Richard Crossman,/frasi-di/richard-crossman/
Samuel McChord Crothers,/frasi-di/samuel-mcchord-crothers/
Cameron Crowe,/frasi-di/cameron-crowe/
Russell Crowe,/frasi-di/russell-crowe/
Rodney Crowell,/frasi-di/rodney-crowell/
Aleister Crowley,/frasi-di/edward-alexander-crowley/
Mary C. Crowley,/frasi-di/mary-c-crowley/
Michel Crozier,/frasi-di/michel-crozier/
Maurizio Crozza,/frasi-di/maurizio-crozza/
Billy Crudup,/frasi-di/billy-crudup/
Ken Cruickshank,/frasi-di/ken-cruickshank/
Tom Cruise,/frasi-di/tom-cruise/
James Crumley,/frasi-di/james-crumley/
Jennifer Crusie,/frasi-di/jennifer-crusie/
Johan Cruyff,/frasi-di/hendrik-johannes-cruijff/
Penelope Cruz,/frasi-di/penelope-cruz/
Billy Crystal,/frasi-di/billy-crystal/
Mihaly Csikszentmihalyi,/frasi-di/mihaly-csikszentmihalyi/
Alfonso Cuarón,/frasi-di/alfonso-cuaron/
Lorella Cuccarini,/frasi-di/lorella-cuccarini/
Valerio Peretti Cucchi,/frasi-di/valerio-peretti-cucchi/
Enrico Cuccia,/frasi-di/enrico-cuccia/
Maria Grazia Cucinotta,/frasi-di/maria-grazia-cucinotta/
Catherine Cudicio,/frasi-di/catherine-cudicio/
Diego Cugia,/frasi-di/diego-cugia/
Gian Paolo Cugno,/frasi-di/gian-paolo-cugno/
George Cukor,/frasi-di/george-cukor/
Macaulay Culkin,/frasi-di/macaulay-culkin/
Peter Cullen,/frasi-di/peter-cullen/
Benedict Cumberbatch,/frasi-di/benedict-cumberbatch/
Bob Cummings,/frasi-di/robert-bob-cummings/
e. e. cummings,/frasi-di/edward-estlin-cummings/
Jerome Cummings,/frasi-di/jerome-cummings/
Jim Cummings,/frasi-di/jim-cummings/
Michael Cunningham,/frasi-di/michael-cunningham/
Vincenzo Cuoco,/frasi-di/vincenzo-cuoco/
Mario Cuomo,/frasi-di/mario-cuomo/
Will Cuppy,/frasi-di/will-cuppy/
Saint John Vianney,/frasi-di/jean-marie-vianney/
Achille Curcio,/frasi-di/achille-curcio/
Marie Curie,/frasi-di/marie-curie/
Tim Curry,/frasi-di/tim-curry/
Cliff Curtis,/frasi-di/cliff-curtis/
George William Curtis,/frasi-di/george-william-curtis/
Hermann Kotzschmar Curtis,/frasi-di/hermann-kotzschmar-curtis/
Jamie Lee Curtis,/frasi-di/jamie-lee-curtis/
Tony Curtis,/frasi-di/tony-curtis/
Michael Curtiz,/frasi-di/michael-curtiz/
Emilio Curtoni,/frasi-di/emilio-curtoni/
Quintus Curtius Rufus,/frasi-di/quinto-curzio-rufo/
Cyril Cusack,/frasi-di/cyril-cusack/
Joan Cusack,/frasi-di/joan-cusack/
John Cusack,/frasi-di/john-cusack/
Sinéad Cusack,/frasi-di/sinead-cusack/
Rachel Cusk,/frasi-di/rachel-cusk/
George Armstrong Custer,/frasi-di/george-armstrong-custer/
Carolina Cutolo,/frasi-di/carolina-cutolo/
Fernand Cuvelier,/frasi-di/fernand-cuvelier/
Georges Cuvier,/frasi-di/georges-cuvier/
Marina Cvetaeva,/frasi-di/marina-cvetaeva/
Nikolaus Cybinski,/frasi-di/nikolaus-cybinski/
Cyd Charisse,/frasi-di/cyd-charisse/
Boris Cyrulnik,/frasi-di/boris-cyrulnik/
Miley Cyrus,/frasi-di/miley-cyrus/
Milly D'Abbraccio,/frasi-di/emilia-cucciniello/
Roberto D'Agostino,/frasi-di/roberto-dagostino/
Auro D'Alba,/frasi-di/auro-dalba/
Paco D'Alcatraz,/frasi-di/paco-dalcatraz/
Massimo D'Alema,/frasi-di/massimo-dalema/
D'Alembert,/frasi-di/jean-le-rond-dalembert/
Gigi D'Alessio,/frasi-di/gigi-dalessio/
Cus D'Amato,/frasi-di/costantine-damato/
Gianfranco D'Angelo,/frasi-di/gianfranco-dangelo/
Gabriele D'Annunzio,/frasi-di/gabriele-dannunzio/
Paolo Flores d'Arcais,/frasi-di/paolo-flores-darcais/
"Rodolfo IV d'Asburgo ""il Magnanimo""",/frasi-di/rodolfo-iv-dasburgo-il-magnanimo/
Maria Teresa d'Austria,/frasi-di/maria-teresa-daustria/
Cristina D'Avena,/frasi-di/cristina-davena/
Alessandro D'Avenia,/frasi-di/alessandro-davenia/
Massimo Taparelli d'Azeglio,/frasi-di/massimo-taparelli-dazeglio/
Charles d'Hericault,/frasi-di/charles-dhericault/
César-François-Adolphe d'Houdetot,/frasi-di/cesar-francois-adolphe-dhoudetot/
Isaac D'Israeli,/frasi-di/isaac-disraeli/
Clelia d'Onofrio,/frasi-di/clelia-donofrio/
Vincent D'Onofrio,/frasi-di/vincent-donofrio/
Jean d'Ormesson,/frasi-di/jean-dormesson/
Eugeni d'Ors,/frasi-di/eugenio-dors/
Marcello D'Orta,/frasi-di/marcello-dorta/
Dinesh D'Souza,/frasi-di/dinesh-dsouza/
Vincenzo da Filicaja,/frasi-di/vincenzo-da-filicaja/
Pierre Dac,/frasi-di/pierre-dac/
Willem Dafoe,/frasi-di/willem-dafoe/
Roald Dahl,/frasi-di/roald-dahl/
Edward Dahlberg,/frasi-di/edward-dahlberg/
Ruediger Dahlke,/frasi-di/ruediger-dahlke/
Ralf Dahrendorf,/frasi-di/ralf-dahrendorf/
Chiara Dal Ben,/frasi-di/chiara-dal-ben/
Stefano Dal Bianco,/frasi-di/stefano-dal-bianco/
Dalai Lama,/frasi-di/tenzin-gyatso/
Stephen Daldry,/frasi-di/stephen-daldry/
Cass Daley,/frasi-di/cass-daley/
Salvador Dalí,/frasi-di/salvador-dali/
Dalida,/frasi-di/iolanda-cristina-gigliotti/
Carlo Alberto Dalla Chiesa,/frasi-di/carlo-alberto-dalla-chiesa/
Lucio Dalla,/frasi-di/lucio-dalla/
Timothy Dalton,/frasi-di/timothy-dalton/
Damiano Damiani,/frasi-di/damiano-damiani/
Marco Damiano,/frasi-di/marco-damiano/
Matt Damon,/frasi-di/matt-damon/
Bill Dana,/frasi-di/bill-dana/
Charles Anderson Dana,/frasi-di/charles-anderson-dana/
Richard Henry Dana Sr.,/frasi-di/richard-henry-dana-sr/
Dandamis,/frasi-di/dandamis/
Serena Dandini,/frasi-di/serena-dandini/
Frank Dane,/frasi-di/frank-dane/
Claire Danes,/frasi-di/claire-danes/
Rodney Dangerfield,/frasi-di/rodney-dangerfield/
Jean Danielou,/frasi-di/jean-danielou/
Jeff Daniels,/frasi-di/jeff-daniels/
Josephus Daniels,/frasi-di/josephus-daniels/
Lee Daniels,/frasi-di/lee-daniels/
Pierre Daninos,/frasi-di/pierre-daninos/
Blythe Danner,/frasi-di/blythe-danner/
Joe Dante,/frasi-di/joe-dante/
Dante Gabriel Rossetti,/frasi-di/dante-gabriel-rossetti/
Georges Jacques Danton,/frasi-di/georges-jacques-danton/
Augusto Daolio,/frasi-di/augusto-daolio/
Carlo Dapporto,/frasi-di/carlo-dapporto/
Frank Darabont,/frasi-di/frank-darabont/
Charles Antoine Frédéric Dard,/frasi-di/charles-antoine-frederic-dard/
Rubén Darío,/frasi-di/ruben-dario/
Joe Darion,/frasi-di/joe-darion/
Alvin Ralph Dark,/frasi-di/alvin-ralph-dark/
Lord Charles John Darling,/frasi-di/charles-john-darling/
Eric Darnell,/frasi-di/eric-darnell/
Clarence Seward Darrow,/frasi-di/clarence-seward-darrow/
Charles Robert Darwin,/frasi-di/charles-robert-darwin/
Erasmus Darwin,/frasi-di/erasmus-darwin/
James Smith Dashner,/frasi-di/james-smith-dashner/
Alphonse Daudet,/frasi-di/alphonse-daudet/
Enrique Clarasò Daudì,/frasi-di/enrique-claraso-daudi/
René Daumal,/frasi-di/rene-daumal/
Dale Dauten,/frasi-di/dale-dauten/
Jack Davenport,/frasi-di/jack-davenport/
Philippe Daverio,/frasi-di/philippe-daverio/
David Boreanaz,/frasi-di/david-boreanaz/
David Cameron,/frasi-di/david-cameron/
David Coulthard,/frasi-di/david-coulthard/
Damiano David,/frasi-di/damiano-david/
Keith David,/frasi-di/keith-david/
Larry David,/frasi-di/larry-david/
David Niven,/frasi-di/david-niven/
Alexandra David-Néel,/frasi-di/alexandra-david-neel/
Davide Shorty,/frasi-di/davide-shorty/
James Henry Davidson,/frasi-di/james-henry-davidson/
Jeremy Davies,/frasi-di/jeremy-davies/
Paul Charles William Davies,/frasi-di/paul-charles-william-davies/
Robertson Davies,/frasi-di/william-robertson-davies/
Piercamillo Davigo,/frasi-di/piercamillo-davigo/
Nicolás Gómez Dávila,/frasi-di/nicolas-gomez-davila/
Adelle Davis,/frasi-di/adelle-davis/
Andrew Davis,/frasi-di/andrew-davis/
Angela Davis,/frasi-di/angela-davis/
Belva Davis,/frasi-di/belva-davis/
Bette Davis,/frasi-di/bette-davis/
Elizabeth Gould Davis,/frasi-di/elizabeth-gould-davis/
Elmer Davis,/frasi-di/elmer-davis/
Geena Davis,/frasi-di/geena-davis/
Gray Davis,/frasi-di/gray-davis/
Hope Davis,/frasi-di/hope-davis/
Jefferson Davis,/frasi-di/jefferson-davis/
Sammy Davis Jr.,/frasi-di/sammy-davis-jr/
Julie Davis,/frasi-di/julie-davis/
Matthew Davis,/frasi-di/matthew-davis/
Michael Davis,/frasi-di/michael-davis/
Miles Davis,/frasi-di/miles-davis/
Richard Harding Davis,/frasi-di/richard-harding-davis/
Rochelle Davis,/frasi-di/rochelle-davis/
Viola Davis,/frasi-di/viola-davis/
Warwick Davis,/frasi-di/warwick-davis/
Humphry Davy,/frasi-di/humphry-davy/
Marie-Madeleine Davy,/frasi-di/marie-madeleine-davy/
Abha Dawesar,/frasi-di/abha-dawesar/
Richard Dawkins,/frasi-di/richard-dawkins/
Dawn Roma French,/frasi-di/dawn-roma-french/
Les Dawson,/frasi-di/les-dawson/
Anthony M. Dawson,/frasi-di/anthony-m-dawson/
Rosario Dawson,/frasi-di/rosario-dawson/
David Day,/frasi-di/david-day/
Doris Day,/frasi-di/doris-day/
Dorothy Day,/frasi-di/dorothy-day/
Clarence Shepard Day Jr.,/frasi-di/clarence-shepard-day-jr/
Sylvia Day,/frasi-di/sylvia-day/
Cecil Day-Lewis,/frasi-di/cecil-day-lewis/
Daniel Day-Lewis,/frasi-di/daniel-day-lewis/
Edmondo de Amicis,/frasi-di/edmondo-de-amicis/
Carlos Drummond de Andrade,/frasi-di/carlos-drummond-de-andrade/
Eugenio de Andrade,/frasi-di/eugenio-de-andrade/
Fabrizio De Andrè,/frasi-di/fabrizio-de-andre/
Barbara De Angelis,/frasi-di/barbara-de-angelis/
Milo De Angelis,/frasi-di/milo-de-angelis/
Ana de Armas,/frasi-di/ana-de-armas/
Honoré de Balzac,/frasi-di/honore-de-balzac/
Chevalier de Bayard,/frasi-di/pierre-terrail-du-bayard/
Pierre Augustin Caron de Beaumarchais,/frasi-di/pierre-augustin-caron-beaumarchais/
Simone de Beauvoir,/frasi-di/simone-de-beauvoir/
Giulio De Benedetti,/frasi-di/giulio-de-benedetti/
Rinaldo Lazzaro De Benedetti,/frasi-di/rinaldo-lazzaro-de-benedetti/
Alain De Benoist,/frasi-di/alain-de-benoist/
Isaac de Benserade,/frasi-di/isaac-de-benserade/
Pierre Jean de Beranger,/frasi-di/pierre-jean-de-beranger/
Savinien Cyrano de Bergerac,/frasi-di/savinien-cyrano-de-bergerac/
Louis de Bernières,/frasi-di/louis-de-bernieres/
Volfango De Biasi,/frasi-di/volfango-de-biasi/
Louis de Bonald,/frasi-di/louis-de-bonald/
Edward De Bono,/frasi-di/edward-de-bono/
Charles Victor de Bonstetten,/frasi-di/karl-viktor-von-bonstetten/
Ferruccio De Bortoli,/frasi-di/ferruccio-de-bortoli/
Alain de Botton,/frasi-di/alain-de-botton/
Stanislas de Boufflers,/frasi-di/stanislas-de-boufflers/
Jean Baptiste de Boyer d'Argens,/frasi-di/jean-baptiste-de-boyer-dargens/
Roger de Bussy-Rabutin,/frasi-di/roger-de-bussy-rabutin/
François de Callières,/frasi-di/francois-de-callieres/
Jessie De Caluwé,/frasi-di/jessie-de-caluwe/
Ramón de Campoamor,/frasi-di/ramon-de-campoamor/
Andrea De Carlo,/frasi-di/andrea-de-carlo/
Jean-Pierre de Caussade,/frasi-di/jean-pierre-de-caussade/
Alba de Céspedes y Bertini,/frasi-di/alba-de-cespedes-y-bertini/
Malcolm de Chazal,/frasi-di/malcom-de-chazal/
André Marie de Chénier,/frasi-di/andre-marie-de-chenier/
Giorgio De Chirico,/frasi-di/giorgio-de-chirico/
Etienne Bonnot de Condillac,/frasi-di/etienne-bonnot-de-condillac/
Herman De Coninck,/frasi-di/herman-de-coninck/
Anne-Marie Bigot de Cornuel,/frasi-di/anne-marie-bigot-de-cornuel/
Baron Pierre de Coubertin,/frasi-di/pierre-de-coubertin/
Pierre-Adrien de Courcelle,/frasi-di/pierre-adrien-de-courcelle/
Luciano De Crescenzo,/frasi-di/luciano-de-crescenzo/
Paolo De Crescenzo,/frasi-di/paolo-de-crescenzo/
Francis de Croisset,/frasi-di/francis-de-croisset/
Astolphe-Louis-Léonor de Custine,/frasi-di/astolphe-louis-leonor-de-custine/
Alonso de Ercilla y Zúñiga,/frasi-di/alonso-de-ercilla-y-zuniga/
Guido Paolo De Felice,/frasi-di/guido-paolo-de-felice/
Maria De Filippi,/frasi-di/maria-de-filippi/
Eduardo De Filippo,/frasi-di/eduardo-de-filippo/
Peppino De Filippo,/frasi-di/peppino-de-filippo/
Robert de Flers,/frasi-di/robert-de-flers/
Jean Pierre Claris de Florian,/frasi-di/jean-pierre-claris-de-florian/
Eleonora de Fonseca Pimentel,/frasi-di/eleonora-de-fonseca-pimentel/
Lee De Forest,/frasi-di/lee-de-forest/
Charles Eugene de Foucauld,/frasi-di/charles-eugene-de-foucauld/
Louis de Funès,/frasi-di/louis-de-funes/
Alcide De Gasperi,/frasi-di/alcide-de-gasperi/
Charles de Gaulle,/frasi-di/charles-andre-joseph-marie-de-gaulle/
Madame de Genlis,/frasi-di/stephanie-felicite-ducrest-de-st-aubin-de-genlis/
Arie de Geus,/frasi-di/arie-de-geus/
Ennio De Giorgi,/frasi-di/ennio-de-giorgi/
Maurizio de Giovanni,/frasi-di/maurizio-de-giovanni/
Delphine Gay de Girardin,/frasi-di/delphine-gay-de-girardin/
Emile de Girardin,/frasi-di/emile-de-girardin/
Edmond de Goncourt,/frasi-di/edmond-de-goncourt/
Luis de Gòngora y Argote,/frasi-di/luis-de-gongora-y-argote/
Olympe De Gouges,/frasi-di/olympe-de-gouges/
Rémy de Gourmont,/frasi-di/remy-de-gourmont/
Jean Claude Marie Vincent de Gournay,/frasi-di/jean-claude-marie-vincent-de-gournay/
Marie de Gournay,/frasi-di/marie-de-gournay/
Francesco De Gregori,/frasi-di/francesco-de-gregori/
Concita De Gregorio,/frasi-di/concita-de-gregorio/
Caroline Rémy de Guebhard,/frasi-di/caroline-remy-de-guebhard/
Antonio de Guevara,/frasi-di/fray-antonio-de-guevara/
Olivia Mary de Beauvoir de Havilland,/frasi-di/olivia-mary-de-beauvoir-de-havilland/
G. de Herra,/frasi-di/g-de-herra/
Tomás de Iriarte y Oropesa,/frasi-di/tomas-de-iriarte-y-oropesa/
Freek De Jonge,/frasi-di/freek-de-jonge/
Marc  de Jonge,/frasi-di/marc-de-jonge/
Martin de Jonghe,/frasi-di/martin-de-jonghe/
Bertrand de Jouvenal,/frasi-di/bertrand-de-jouvenal/
Henry de Jouvenel,/frasi-di/henry-de-jouvenel/
Gaspar Melchor de Jovellanos,/frasi-di/gaspar-melchor-de-jovellanos/
Willem de Kooning,/frasi-di/willem-de-kooning/
Victor Paul Karl de Kowa,/frasi-di/victor-paul-karl-de-kowa/
Étienne de La Boétie,/frasi-di/etienne-de-la-boetie/
Jean de La Bruyere,/frasi-di/jean-de-la-bruyere/
Madame de La Fayette,/frasi-di/marie-madeleine-pioche-de-la-vergne/
Jean de La Fontaine,/frasi-di/jean-de-la-fontaine/
Georges de La Fouchardiere,/frasi-di/georges-de-la-fouchardiere/
Ines de la Fressange,/frasi-di/ines-de-la-fressange/
Jean-François de la Harpe,/frasi-di/jean-francoise-de-la-harpe/
Amelot de la Houssaie,/frasi-di/amelot-de-la-houssaie/
Álex de la Iglesia,/frasi-di/alex-de-la-iglesia/
Walter John de La Mare,/frasi-di/walter-john-de-la-mare/
Julien Offray de La Mettrie,/frasi-di/julien-offray-de-la-mettrie/
Antoine Houdar de la Motte,/frasi-di/antoine-houdar-de-la-motte/
Francois de La Rochefoucauld,/frasi-di/francois-de-la-rochefoucauld/
François Alexandre Frédéric de La Rochefoucauld,/frasi-di/francois-alexandre-frederic-duca-de-la-rochefoucauld-liancourt/
Antoine De La Sale,/frasi-di/antoine-de-la-sale/
F. De La Torre,/frasi-di/f-de-la-torre/
Pierre Ambroise Francois Choderlos de Laclos,/frasi-di/pierre-ambroise-francois-choderlos-de-laclos/
Alphonse Marie Louis de Lamartine,/frasi-di/alphonse-marie-louis-de-lamartine/
Felicitè-Robert de Lamennais,/frasi-di/felicite-robert-lamennais/
Jean-Charles Gervaise de Latouche,/frasi-di/jean-charles-gervaise-de-latouche/
Antoine-Laurent de Lavoisier,/frasi-di/antoine-laurent-de-lavoisier/
Ninon de l'Enclos,/frasi-di/anne-de-lenclos/
Julie de Lespinasse,/frasi-di/julie-jeanne-eleonore-de-lespinasse/
Ferdinand Vicomte de Lesseps,/frasi-di/ferdinand-vicomte-de-lesseps/
Claude Joseph Rouget de Lisle,/frasi-di/claude-joseph-rouget-de-lisle/
Henri de Lubac,/frasi-di/henri-de-lubac/
Erri De Luca,/frasi-di/erri-de-luca/
Vincenzo De Luca,/frasi-di/vincenzo-de-luca/
Salvador de Madariaga y Rojo,/frasi-di/salvador-de-madariaga-y-rojo/
Luigi de Magistris,/frasi-di/luigi-de-magistris/
Joseph Marie de Maistre,/frasi-di/joseph-marie-de-maistre/
Xavier de Maistre,/frasi-di/f-xavier-de-maistre/
François de Malherbe,/frasi-di/francois-de-malherbe/
André Pieyre de Mandiargues,/frasi-di/andre-pieyre-de-mandiargues/
Emilio De Marchi,/frasi-di/emilio-de-marchi/
Renato De Maria,/frasi-di/renato-de-maria/
Aldo De Martino,/frasi-di/aldo-de-martino/
Stefano De Martino,/frasi-di/stefano-de-martino/
Guy de Maupassant,/frasi-di/guy-de-maupassant/
Tullio De Mauro,/frasi-di/tullio-de-mauro/
Gabriel Sénac De Meilhan,/frasi-di/gabriel-senac-de-meilhan/
Anthony de Mello,/frasi-di/anthony-de-mello/
Gianni De Michelis,/frasi-di/gianni-de-michelis/
Agnes George de Mille,/frasi-di/agnes-de-mille/
Ciriaco De Mita,/frasi-di/ciriaco-de-mita/
Henri de Mondeville,/frasi-di/henri-de-mondeville/
Michel Eyquem de Montaigne,/frasi-di/michel-eyquem-de-montaigne/
Henry de Montherlant,/frasi-di/henry-millon-de-montherlant/
Vinicius de Moraes,/frasi-di/vinicius-de-moraes/
Rebecca De Mornay,/frasi-di/rebecca-de-mornay/
Alfred de Musset,/frasi-di/alfred-de-musset/
Gérard de Nerval,/frasi-di/gerard-de-nerval/
Robert De Niro,/frasi-di/robert-de-niro/
Francesco De Nobili,/frasi-di/francesco-de-nobili/
Brian De Palma,/frasi-di/brian-de-palma/
Filippo De Pisis,/frasi-di/filippo-de-pisis/
Diane de Poitiers,/frasi-di/diane-de-poitiers/
Georges de Porto-Riche,/frasi-di/georges-de-porto-riche/
Jorn De Précy,/frasi-di/jorn-de-precy/
Madeleine de Puisieux,/frasi-di/madeleine-de-puisieux/
Thomas de Quincey,/frasi-di/thomas-de-quincey/
"Honorat de Bueil, Marchese de Racan",/frasi-di/honorat-de-bueil-marchese-de-racan/
Henri François Joseph de Régnier,/frasi-di/henri-francois-joseph-de-regnier/
Giorgio De Rienzo,/frasi-di/giorgio-de-rienzo/
Giuseppe De Rita,/frasi-di/giuseppe-de-rita/
Federico De Robertis,/frasi-di/federico-de-robertis/
Federico De Roberto,/frasi-di/federico-de-roberto/
Fernando de Rojas,/frasi-di/fernando-de-rojas/
Pablo de Rokha,/frasi-di/pablo-de-rokha/
Pierre de Ronsard,/frasi-di/pierre-de-ronsard/
Peter De Rosa,/frasi-di/peter-de-rosa/
Giovan Gherardo De Rossi,/frasi-di/giovan-gherardo-de-rossi/
Diego de Saavedra Fajardo,/frasi-di/diego-de-saavedra-fajardo/
Marquis de Sade,/frasi-di/alphonse-francois-donatien-de-sade/
Hector de Saint-Denys Garneay,/frasi-di/hector-de-saint-denys-garneay/
Charles de Saint-Évremond,/frasi-di/charles-de-marguetel-de-saint-denis-de-saint-evremond/
Antoine de Saint-Exupery,/frasi-di/antoine-de-saint-exupery/
Mellin de Saint-Gelais,/frasi-di/mellin-de-saint-gelais/
Louis de Saint-Just,/frasi-di/louis-antoine-leon-de-richebourg-de-saint-just/
Jean François de Saint-Lambert,/frasi-di/jean-francois-de-saint-lambert/
Louis Claude De Saint-Martin,/frasi-di/louis-claude-de-saint-martin/
Jacques-Henri Bernardin de Saint-Pierre,/frasi-di/jacques-henri-bernardin-de-saint-pierre/
Charles Augustin de Sainte-Beuve,/frasi-di/charles-augustin-de-sainte-beuve/
Constance de Salm-Dyck,/frasi-di/constance-de-salm-dyck/
Félix María de Samaniego,/frasi-di/felix-maria-de-samaniego/
José de San Martín,/frasi-di/jose-de-san-martin/
Francesco De Sanctis,/frasi-di/francesco-de-sanctis/
Ferdinand Mongin de Saussure,/frasi-di/ferdinand-mongin-de-saussure/
Madeleine de Scudéry,/frasi-di/madeleine-de-scudery/
Louis Philippe de Ségur,/frasi-di/louis-philippe-conte-di-segur/
Christian De Sica,/frasi-di/christian-de-sica/
Vittorio De Sica,/frasi-di/vittorio-de-sica/
Diego De Silva,/frasi-di/diego-de-silva/
Andrea Laszlo De Simone,/frasi-di/andrea-laszlo-de-simone/
Giuliana De Sio,/frasi-di/giuliana-de-sio/
Teresa De Sio,/frasi-di/teresa-de-sio/
Léonard Sismonde de Sismondi,/frasi-di/leonard-sismonde-de-sismondi/
Mademoiselle Fontette de Sommery,/frasi-di/mademoiselle-de-sommery/
Madame De Sonza,/frasi-di/madame-de-sonza/
Madame de Staël,/frasi-di/anne-louise-germaine-necker-madame-de-stael/
Belén Boville Luca de Tena,/frasi-di/belen-boville-luca-de-tena/
Vicomte Alexis de Tocqueville,/frasi-di/alexis-de-tocqueville/
Henri de Toulouse-Lautrec,/frasi-di/henri-de-toulouse-lautrec/
Chrétien de Troyes,/frasi-di/chretien-de-troyes/
Miguel de Unamuno,/frasi-di/miguel-de-unamuno/
Aubrey Thomas de Vere,/frasi-di/aubrey-thomas-de-vere/
Jeanne Céline Emma de Vietinghoff,/frasi-di/jeanne-celine-emma-de-vietinghoff/
Bertrand Barère de Vieuzac,/frasi-di/bertrand-barere-de-vieuzac/
Delphine de Vigan,/frasi-di/delphine-de-vigan/
Alfred de Vigny,/frasi-di/alfred-de-vigny/
José Luis de Vilallonga,/frasi-di/jose-luis-de-vilallonga/
Jean-Marie-Mathias-Philippe-Auguste de Villiers de l'Isle-Adam,/frasi-di/jean-marie-mathias-philippe-auguste-de-villiers-de-lisle-adam/
Peter De Vries,/frasi-di/peter-de-vries/
Edmund de Waal,/frasi-di/edmund-de-waal/
Virginia de Winter,/frasi-di/savannah/
Johan de Witt,/frasi-di/johan-de-witt/
Adriano De Zan,/frasi-di/adriano-de-zan/
Dorothy De Zouche,/frasi-di/dorothy-de-zouche/
Vincenzo De' Paoli,/frasi-di/vincenzo-de-paoli/
Terrence Deal,/frasi-di/terrence-deal/
Howard Brush Dean III,/frasi-di/howard-brush-dean-iii/
James Dean,/frasi-di/james-dean/
Max Deauville,/frasi-di/max-deauville/
Jeffery Deaver,/frasi-di/jeffery-deaver/
Michael Ellis DeBakey,/frasi-di/michael-ellis-debakey/
Jean Baptiste Joseph Debay,/frasi-di/jean-baptiste-joseph-debay/
Guy Debord,/frasi-di/guy-debord/
Eugene Victor Debs,/frasi-di/eugene-victor-debs/
Claude Debussy,/frasi-di/claude-debussy/
Stephen Decatur,/frasi-di/stephen-decatur/
Décoly,/frasi-di/decoly/
Mos Def,/frasi-di/mos-def/
Daniel Defoe,/frasi-di/daniel-defoe/
Benjamin Franklin Deford III,/frasi-di/benjamin-franklin-deford-iii/
Louis Dega,/frasi-di/louis-dega/
Raz Degan,/frasi-di/raz-degan/
