name,href
Thomas Jefferson,/frasi-di/thomas-jefferson/
Lord Francis Jeffrey,/frasi-di/francis-jeffrey/
Elfriede Jelinek,/frasi-di/elfriede-jelinek/
Richard Jeni,/frasi-di/richard-jeni/
Richard Jenkins,/frasi-di/richard-jenkins/
Bruce Jenner,/frasi-di/bruce-jenner/
Jennifer Garner,/frasi-di/jennifer-garner/
Jennifer Hudson,/frasi-di/jennifer-hudson/
Ken Jeong,/frasi-di/ken-jeong/
Jerome Klapka Jerome,/frasi-di/jerome-klapka-jerome/
Douglas William Jerrold,/frasi-di/douglas-william-jerrold/
Giovanni Jervis,/frasi-di/giovanni-jervis/
Jesse Woodson James,/frasi-di/jesse-woodson-james/
George Jessel,/frasi-di/george-jessel/
Michael Jeter,/frasi-di/michael-jeter/
Jean-Pierre Jeunet,/frasi-di/jean-pierre-jeunet/
William Stanley Jevons,/frasi-di/william-stanley-jevons/
Sarah Orne Jewett,/frasi-di/sarah-orne-jewett/
Norman Jewison,/frasi-di/norman-jewison/
Joyce Jillson,/frasi-di/joyce-jillson/
Jim Parsons,/frasi-di/jim-parsons/
Juan Ramón Jiménez,/frasi-di/juan-ramon-jimenez-mantecon/
Lisa Jimenez,/frasi-di/lisa-jimenez/
Xi Jinping,/frasi-di/xi-jinping/
Cyril Edwin Mitchinson Joad,/frasi-di/cyril-edwin-mitchinson-joad/
Steve Jobs,/frasi-di/steven-paul-jobs/
Elizabeth Jocelin,/frasi-di/elizabeth-jocelin/
Étienne Jodelle,/frasi-di/etienne-jodelle/
Alfred Jodl,/frasi-di/alfred-jodl/
Alejandro Jodorowsky,/frasi-di/alejandro-jodorowsky/
Joe Valachi,/frasi-di/joe-valachi/
Billy Joel,/frasi-di/william-martin-joel/
Roland Joffé,/frasi-di/roland-joffe/
Jake Johannsen,/frasi-di/jake-johannsen/
Scarlett Johansson,/frasi-di/scarlett-johansson/
Karan Johar,/frasi-di/karan-johar/
John Elkann,/frasi-di/john-elkann/
Sir Elton John,/frasi-di/elton-john/
John James Osborne,/frasi-di/john-james-osborne/
Barbara Johnson,/frasi-di/barbara-johnson/
Boris Johnson,/frasi-di/boris-johnson/
Corey Johnson,/frasi-di/corey-johnson/
Dakota Johnson,/frasi-di/dakota-johnson/
Dick Johnson,/frasi-di/dick-johnson/
Don Johnson,/frasi-di/don-johnson/
Fenton Johnson,/frasi-di/fenton-johnson/
Hiram Warren Johnson,/frasi-di/hiram-warren-johnson/
Jill Johnson,/frasi-di/jill-johnson/
Jimmy Johnson,/frasi-di/jimmy-johnson/
Lyndon Baines Johnson,/frasi-di/lyndon-baines-johnson/
Michael Johnson,/frasi-di/michael-johnson/
Paul Johnson,/frasi-di/paul-johnson/
Philander Chase Johnson,/frasi-di/philander-chase-johnson/
Samuel Johnson,/frasi-di/samuel-johnson/
Steven Berlin Johnson,/frasi-di/steven-berlin-johnson/
Mark Steven Johnson,/frasi-di/mark-steven-johnson/
Vic Johnson,/frasi-di/vic-johnson/
Wendell Johnson,/frasi-di/wendell-johnson/
Jill Johnstom,/frasi-di/jill-johnstom/
David A. Johnston,/frasi-di/david-a-johnston/
Lynn Johnston,/frasi-di/lynn-johnston/
Jojo Moyes,/frasi-di/jojo-moyes/
Angelina Jolie,/frasi-di/angelina-jolie/
Jonas Jonasson,/frasi-di/jonas-jonasson/
Guido Jonckers,/frasi-di/guido-jonckers/
Arthur Allen Jones,/frasi-di/arthur-allen-jones/
Beverly Jones,/frasi-di/beverly-jones/
Constance Jones,/frasi-di/constance-jones/
Doug Jones,/frasi-di/doug-jones/
James Earl Jones,/frasi-di/james-earl-jones/
Eli Stanley Jones,/frasi-di/eli-stanley-jones/
Elwyn Jones,/frasi-di/elwyn-jones/
Felicity Jones,/frasi-di/felicity-jones/
Franklin P. Jones,/frasi-di/franklin-p-jones/
Harry K. Jones,/frasi-di/harry-k-jones/
Henry Arthur Jones,/frasi-di/henry-arthur-jones/
James Jones,/frasi-di/james-jones/
Jeffrey Jones,/frasi-di/jeffrey-jones/
Jenkin Lloyd Jones,/frasi-di/jenkin-lloyd-jones/
Jennifer Jones,/frasi-di/jennifer-jones/
Orlando Jones,/frasi-di/orlando-jones/
Terry Jones,/frasi-di/terry-jones/
Toby Jones,/frasi-di/toby-jones/
Tommy Lee Jones,/frasi-di/tommy-lee-jones/
Erica Jong,/frasi-di/erica-jong/
Kim Jong-un,/frasi-di/kim-jong-un/
Jonny Lee Miller,/frasi-di/jonny-lee-miller/
Ben Jonson,/frasi-di/benjamin-jonson/
Spike Jonze,/frasi-di/spike-jonze/
Bong Joon-ho,/frasi-di/bong-joon-ho/
Wolfgang Joop,/frasi-di/wolfgang-joop/
Janis Joplin,/frasi-di/janis-joplin/
Barbara Jordan,/frasi-di/barbara-jordan/
David Starr Jordan,/frasi-di/david-starr-jordan/
Dupree Jordan,/frasi-di/dupree-jordan/
Michael Jordan,/frasi-di/michael-jeffrey-jordan/
Micheal B. Jordan,/frasi-di/micheal-b-jordan/
Neil Jordan,/frasi-di/neil-jordan/
Natasha Josefowitz,/frasi-di/natasha-josefowitz/
Michael Josephson,/frasi-di/michael-josephson/
Lionel Jospin,/frasi-di/lionel-jospin/
Joseph Antoine René Joubert,/frasi-di/joseph-antoine-rene-joubert/
Marcel Jouhandeau,/frasi-di/marcel-jouhandeau/
Jovanotti,/frasi-di/lorenzo-cherubini/
Milla Jovovich,/frasi-di/milla-jovovich/
Benjamin Jowett,/frasi-di/benjamin-jowett/
James Joyce,/frasi-di/james-joyce/
Peggy Hopkins Joyce,/frasi-di/peggy-hopkins-joyce/
Jackie Joyner Kersee,/frasi-di/jackie-joyner-kersee/
Ashley Judd,/frasi-di/ashley-judd/
Dame Judi Dench,/frasi-di/judi-dench/
Julianna Margulies,/frasi-di/julianna-margulies/
Jean-Claude Juncker,/frasi-di/jean-claude-juncker/
Andrea Jung,/frasi-di/andrea-jung/
Carl Gustav Jung,/frasi-di/carl-gustav-jung/
Ernst Jùnger,/frasi-di/ernst-junger/
Friedrich Georg Jünger,/frasi-di/friedrich-georg-junger/
John Donald Brown Junor,/frasi-di/john-donald-brown-junor/
Joseph Juran,/frasi-di/joseph-juran/
Peter Jurasik,/frasi-di/peter-jurasik/
Eduard Jurist,/frasi-di/eduard-jurist/
Jury Chechi,/frasi-di/jury-chechi/
Justin Bieber,/frasi-di/justin-bieber/
Tom Justin,/frasi-di/tom-justin/
Ka-Tzetnik 135633,/frasi-di/yehiel-de-nur/
Jon Kabat-Zinn,/frasi-di/jon-kabat-zinn/
Mark Kac,/frasi-di/mark-kac/
Ismail Kadare,/frasi-di/ismail-kadare/
Pauline Kael,/frasi-di/pauline-kael/
Franz Kafka,/frasi-di/franz-kafka/
Frida Kahlo,/frasi-di/frida-kahlo/
Daniel Kahneman,/frasi-di/daniel-kahneman/
Henry John Kaiser,/frasi-di/henry-john-kaiser/
Michio Kaku,/frasi-di/michio-kaku/
Kalidasa,/frasi-di/kalidasa/
Lucille Kallen,/frasi-di/lucille-kallen/
Dean Kamen,/frasi-di/dean-kamen/
Lord Kames,/frasi-di/henry-home/
Wendy Kaminer,/frasi-di/wendy-kaminer/
Stuart Melvin Kaminsky,/frasi-di/stuart-melvin-kaminsky/
Wim Kan,/frasi-di/wim-kan/
Kiri Te Kanawa,/frasi-di/kiri-te-kanawa/
Wassily Kandinsky,/frasi-di/wassily-kandinsky/
Garson Kanin,/frasi-di/garson-kanin/
Jackie Kannon,/frasi-di/jackie-kannon/
Immanuel Kant,/frasi-di/immanuel-kant/
Rosabeth Moss Kanter,/frasi-di/rosabeth-moss-kanter/
Kanye West,/frasi-di/kanye-west/
Robert Kaplan,/frasi-di/robert-kaplan/
Samuel R. Kaplan,/frasi-di/samuel-r-kaplan/
Joe Kapp,/frasi-di/joe-kapp/
Shekhar Kapur,/frasi-di/shekhar-kapur/
Ryszard Kapuscinski,/frasi-di/ryszard-kapuscinski/
Wong Kar-wai,/frasi-di/wong-kar-wai/
Nikolai Mikhailovich Karamzin,/frasi-di/nikolai-mikhailovich-karamzin/
Kim Kardashian,/frasi-di/kim-kardashian/
Karl Lagerfeld,/frasi-di/karl-lagerfeld/
Karl Raimund Popper,/frasi-di/karl-raimund-popper/
Karl Valentin,/frasi-di/karl-valentin/
Boris Karloff,/frasi-di/boris-karloff/
Tawakkol Karman,/frasi-di/tawakkol-karman/
Dean Karnazes,/frasi-di/dean-karnazes/
Alphonse Karr,/frasi-di/jean-baptiste-alphonse-karr/
Tchéky Karyo,/frasi-di/tcheky-karyo/
Lawrence Kasdan,/frasi-di/lawrence-kasdan/
Garry Kimovič Kasparov,/frasi-di/garry-kimovic-kasparov/
Irene Kassorla,/frasi-di/irene-kassorla/
Mathieu Kassovitz,/frasi-di/mathieu-kassovitz/
Erich Kästner,/frasi-di/erich-kastner/
Katherine Mansfield,/frasi-di/katherine-mansfield/
Byron Katie,/frasi-di/byron-kathleen-reid/
Mort Katz,/frasi-di/mort-katz/
Jean Paul Kauffmann,/frasi-di/jean-paul-kauffmann/
Max Kauffmann,/frasi-di/max-kauffmann/
Barry Neil Kaufman,/frasi-di/barry-neil-kaufman/
George Simon Kaufman,/frasi-di/george-simon-kaufman/
Herbert Kaufman,/frasi-di/herbert-kaufman/
Margo Kaufman,/frasi-di/margo-kaufman/
Donald Kaul,/frasi-di/donald-kaul/
Kenneth Kaunda,/frasi-di/kenneth-kaunda/
Rupi Kaur,/frasi-di/rupi-kaur/
Kautilya,/frasi-di/kautilya/
Helmut Käutner,/frasi-di/helmut-kautner/
Konstantinos Petrou Kavafis,/frasi-di/konstantinos-petrou-kavafis/
Venjamin Kaverin,/frasi-di/venjamin-kaverin/
Julie Kavner,/frasi-di/julie-kavner/
Yasunari Kawabata,/frasi-di/yasunari-kawabata/
Toshikazu Kawaguchi,/frasi-di/toshikazu-kawaguchi/
Guy Kawasaki,/frasi-di/guy-kawasaki/
Beverly Kaye,/frasi-di/beverly-kaye/
Danny Kaye,/frasi-di/danny-kaye/
Elia Kazan,/frasi-di/elia-kazan/
Zoe Kazan,/frasi-di/zoe-kazan/
Nikos Kazantzakis,/frasi-di/nikos-kazantzakis/
Alfred Kazin,/frasi-di/alfred-kazin/
Buster Keaton,/frasi-di/joseph-frank-keaton/
Diane Keaton,/frasi-di/diane-keaton/
Michael Keaton,/frasi-di/michael-keaton/
John Keats,/frasi-di/john-keats/
Sam Keen,/frasi-di/sam-keen/
Catherine Keener,/frasi-di/catherine-keener/
Jürgen Kegler,/frasi-di/jurgen-kegler/
Garrison Keillor,/frasi-di/garrison-keillor/
Harvey Keitel,/frasi-di/harvey-keitel/
Sir Arthur Keith,/frasi-di/arthur-keith/
Penelope Anne Constance Keith,/frasi-di/penelope-anne-constance-keith/
Clarence Budington Kelland,/frasi-di/clarence-budington-kelland/
Herb Kelleher,/frasi-di/herbert-dwight-kelleher/
Gottfried Keller,/frasi-di/gottfried-keller/
Helen Adams Keller,/frasi-di/helen-keller/
David Kelley,/frasi-di/david-kelley/
John Harvey Kellogg,/frasi-di/john-harvey-kellogg/
Gene Kelly,/frasi-di/gene-kelly/
Grace Kelly,/frasi-di/grace-kelly/
Walter Crawford Kelly Jr.,/frasi-di/walter-crawford-kelly-jr/
Kevin Kelly,/frasi-di/kevin-kelly/
Marguerite Kelly,/frasi-di/marguerite-kelly/
David Patrick Kelly,/frasi-di/david-patrick-kelly/
Kelly Rowland,/frasi-di/kelly-rowland/
Lord William Thomson Kelvin,/frasi-di/william-thomson-kelvin/
Jack Kemp,/frasi-di/jack-kemp/
Murray Kempton,/frasi-di/murray-kempton/
Sally Kempton,/frasi-di/sally-kempton/
Anna  Kendrick,/frasi-di/anna-kendrick/
George Frost Kennan,/frasi-di/george-frost-kennan/
Bobby Kennedy,/frasi-di/robert-francis-kennedy/
Eugene Kennedy,/frasi-di/eugene-kennedy/
Mary Frances Kennedy Fisher,/frasi-di/mary-frances-kennedy-fisher/
Flo Kennedy,/frasi-di/florynce-kennedy/
George Kennedy,/frasi-di/george-kennedy/
Jacqueline Kennedy,/frasi-di/jacqueline-lee-bouvier/
Jamie Kennedy,/frasi-di/jamie-kennedy/
John Fitzgerald Kennedy,/frasi-di/john-fitzgerald-kennedy/
Joseph P. Kennedy,/frasi-di/joseph-kennedy/
Leo Kennedy,/frasi-di/leo-kennedy/
Ted Kennedy,/frasi-di/edward-moore-kennedy/
Miranda Kennett,/frasi-di/miranda-kennett/
Philip Kennicott,/frasi-di/philip-kennicott/
Corita Kent,/frasi-di/corita-kent/
Frank Kent,/frasi-di/frank-kent/
Stan Kenton,/frasi-di/stan-kenton/
Jomo Kenyatta,/frasi-di/jomo-kenyatta/
Riley Keough,/frasi-di/riley-keough/
Johannes Kepler,/frasi-di/giovanni-keplero/
Julianne Kepley,/frasi-di/julianne-kepley/
Francis Keppel,/frasi-di/francis-keppel/
Justine Kerfoot,/frasi-di/justine-kerfoot/
R. Kern,/frasi-di/r-kern/
Brian Wilson Kernighan,/frasi-di/brian-wilson-kernighan/
Jack Kerouac,/frasi-di/jack-kerouac/
Clark Kerr,/frasi-di/clark-kerr/
Jean Kerr,/frasi-di/jean-kerr/
Bob Kerry,/frasi-di/bob-kerry/
John Forbes Kerry,/frasi-di/john-kerry/
Cynthia Kersey,/frasi-di/cynthia-kersey/
Hans Hermann Kersten,/frasi-di/hans-hermann-kersten/
Ken Kesey,/frasi-di/ken-kesey/
Joseph Kessel,/frasi-di/joseph-kessel/
Martin Kessel,/frasi-di/martin-kessel/
Andy Kessler,/frasi-di/andy-kessler/
Hank Ketcham,/frasi-di/henry-king-ketcham/
Clifford Kettemborough,/frasi-di/clifford-kettemborough/
Charles Franklin Kettering,/frasi-di/charles-franklin-kettering/
Kevin Sorbo,/frasi-di/kevin-sorbo/
Ellen Key,/frasi-di/ellen-key/
Alan Lee Keyes,/frasi-di/alan-lee-keyes/
John Maynard Keynes,/frasi-di/john-maynard-keynes/
Hermann Keyserling,/frasi-di/hermann-keyserling/
Keorapetse William Kgositsile,/frasi-di/keorapetse-william-kgositsile/
Yasmina Khadra,/frasi-di/mohammed-moulessehoul/
Hazrat Inayat Khan,/frasi-di/hazrat-inayat-khan/
Omar Khayyâm,/frasi-di/omar-khayyam/
Ayya Khema,/frasi-di/ayya-khema/
Callie Khouri,/frasi-di/callie-khouri/
Rakesh Khurana,/frasi-di/rakesh-khurana/
Victor Kiam,/frasi-di/victor-kiam/
Jason Kidd,/frasi-di/jason-kidd/
Nicole Kidman,/frasi-di/nicole-kidman/
Ming-Sin-Pao Kien,/frasi-di/ming-sin-pao-kien/
Udo Kier,/frasi-di/udo-kier/
Ari Kiev,/frasi-di/ari-kiev/
Laura Kightlinger,/frasi-di/laura-kightlinger/
Craig Kilborn,/frasi-di/craig-kilborn/
Jewel Kilcher,/frasi-di/jewel-kilcher/
Jean-Claude Killy,/frasi-di/jean-claude-killy/
Alfred Joyce Kilmer,/frasi-di/alfred-joyce-kilmer/
Val Kilmer,/frasi-di/val-kilmer/
James J. Kilpatrick,/frasi-di/james-j-kilpatrick/
Jacqueline Kim,/frasi-di/jacqueline-kim/
Kim Novak,/frasi-di/kim-novak/
Nell Kimball,/frasi-di/nell-kimball/
Emily Kimbrough,/frasi-di/emily-kimbrough/
Alan King,/frasi-di/alan-king/
Alexander King,/frasi-di/alexander-king/
Billie Jean King,/frasi-di/billie-jean-king/
Nat King Cole,/frasi-di/nathaniel-adams-coles/
Dexter Scott King,/frasi-di/dexter-scott-king/
Florence King,/frasi-di/florence-king/
Jerry P. King,/frasi-di/jerry-p-king/
John King,/frasi-di/john-king/
Larry King,/frasi-di/larry-king/
Martin Luther King,/frasi-di/martin-luther-king/
Michael Patrick King,/frasi-di/michael-patrick-king/
Stephen King,/frasi-di/stephen-king/
Daphne Rose Kingma,/frasi-di/daphne-rose-kingma/
Anna Kingsford,/frasi-di/anna-kingsford/
Ben Kingsley,/frasi-di/ben-kingsley/
Charles Kingsley,/frasi-di/charles-kingsley/
Hugh Kingsmill,/frasi-di/hugh-kingsmill/
Barbara Kingsolver,/frasi-di/barbara-kingsolver/
Maxine Hong Kingston,/frasi-di/maxine-hong-kingston/
Sam Kinison,/frasi-di/samuel-burl-kinison/
Joel Kinnaman,/frasi-di/joel-kinnaman/
Greg Kinnear,/frasi-di/greg-kinnear/
Neil Kinnock,/frasi-di/neil-kinnock/
Sophie Kinsella,/frasi-di/sophie-kinsella/
Alfred Charles Kinsey,/frasi-di/alfred-charles-kinsey/
Klaus Kinski,/frasi-di/klaus-kinski/
Michael Kinsley,/frasi-di/michael-kinsley/
Rudyard Kipling,/frasi-di/rudyard-kipling/
Bruno Kirby,/frasi-di/bruno-kirby/
Russell Kirk,/frasi-di/russell-kirk/
Joseph Lane Kirkland,/frasi-di/joseph-lane-kirkland/
George Ross Kirkpatrick,/frasi-di/george-ross-kirkpatrick/
Robert Kirshner,/frasi-di/robert-kirshner/
John James Patrick Kirwan,/frasi-di/john-james-patrick-kirwan/
Ephraim Kishon,/frasi-di/ephraim-kishon/
Henry Kissinger,/frasi-di/henry-kissinger/
Lord Horatio Herbert Kitchener,/frasi-di/horatio-herbert-kitchener/
Marvin Kitman,/frasi-di/marvin-kitman/
Abbott Eliot Kittredge,/frasi-di/abbott-eliot-kittredge/
Aleksis,/frasi-di/aleksis-stenvall/
Robert Toru Kiyosaki,/frasi-di/robert-toru-kiyosaki/
Stuart Klawans,/frasi-di/stuart-klawans/
Martin Klebba,/frasi-di/martin-klebba/
Paul Klee,/frasi-di/paul-klee/
Felix Klein,/frasi-di/felix-klein/
Jeffrey Klein,/frasi-di/jeffrey-klein/
Marci Klein,/frasi-di/marci-klein/
Melanie Klein,/frasi-di/melanie-klein/
Grenville Kleiser,/frasi-di/grenville-kleiser/
Randal Kleiser,/frasi-di/randal-kleiser/
Lisa Kleypas,/frasi-di/lisa-kleypas/
Kevin Kline,/frasi-di/kevin-kline/
Morris Kline,/frasi-di/morris-kline/
F. M. Klinger,/frasi-di/f-m-klinger/
Vasilij Osipovic Kljucevskij,/frasi-di/vasilij-osipovic-kljucevskij/
Willem Kloos,/frasi-di/willem-kloos/
Clyde Kluckhohn,/frasi-di/clyde-kluckhohn/
Jack Klugman,/frasi-di/jack-klugman/
Heidi Klum,/frasi-di/heidi-klum/
Sabina Knaflitz,/frasi-di/sabina-knaflitz/
Ernst Knam,/frasi-di/ernst-knam/
Fletcher Knebel,/frasi-di/fletcher-knebel/
Hildegard Knef,/frasi-di/hildegard-knef/
Robert Knepper,/frasi-di/robert-knepper/
Adolph Freiherr Knigge,/frasi-di/freiherr-adolph-franz-friedrich-ludwig-knigge/
Bobby Knight,/frasi-di/bobby-knight/
Wayne Knight,/frasi-di/wayne-knight/
Keira Knightley,/frasi-di/keira-knightley/
Erwin Knoll,/frasi-di/erwin-knoll/
Anneliese Knoop-Graf,/frasi-di/anneliese-knoop-graf/
Alfred Abraham Knopf,/frasi-di/alfred-abraham-knopf/
Blanche Knott,/frasi-di/blanche-knott/
Frank Knox,/frasi-di/frank-knox/
Ronald Knox,/frasi-di/ronald-knox/
Donald Knuth,/frasi-di/donald-knuth/
Edward Koch,/frasi-di/edward-koch/
Richard Koch,/frasi-di/richard-koch/
Robert Koch,/frasi-di/heinrich-hermann-robert-koch/
David Koepp,/frasi-di/david-koepp/
Peter Koestenbaum,/frasi-di/peter-koestenbaum/
Arthur Koestler,/frasi-di/arthur-koestler/
J. Martin Kohe,/frasi-di/j-martin-kohe/
Helmut Kohl,/frasi-di/helmut-kohl/
Oskar Kokoschka,/frasi-di/oskar-kokoschka/
Claudia Koll,/frasi-di/claudia-koll/
Gerrit Komrij,/frasi-di/gerrit-komrij/
Satoshi Kon,/frasi-di/satoshi-kon/
Marie Kondo,/frasi-di/marie-kondo/
George Konrad,/frasi-di/george-konrad/
Dean Ray Koontz,/frasi-di/dean-ray-koontz/
Sheldon Kopp,/frasi-di/sheldon-kopp/
Ted Koppel,/frasi-di/ted-koppel/
Michael Korda,/frasi-di/michael-korda/
Baltasar Kormákur,/frasi-di/baltasar-kormakur/
Theodor Korner,/frasi-di/theodor-korner/
Jack Kornfield,/frasi-di/jack-kornfield/
Alfred Korzybski,/frasi-di/alfred-korzybski/
Sylva Koscina,/frasi-di/sylva-koscina/
Joseph Kosinski,/frasi-di/joseph-kosinski/
Louis Kossuth,/frasi-di/lajos-kossuth/
Henry Koster,/frasi-di/henry-koster/
Carolina Kostner,/frasi-di/carolina-kostner/
Ted Kotcheff,/frasi-di/ted-kotcheff/
Elias Koteas,/frasi-di/elias-koteas/
Philip Kotler,/frasi-di/philip-kotler/
Ernie Kovacs,/frasi-di/ernie-kovacs/
Sofia Kovalevskaya,/frasi-di/sofia-vasilevna-kovalevskaja/
Jonathan Kozol,/frasi-di/jonathan-kozol/
Siegfried Kracauer,/frasi-di/siegfried-kracauer/
Eric Kraft,/frasi-di/eric-kraft/
Hans Krailsheimer,/frasi-di/hans-krailsheimer/
Jon Krakauer,/frasi-di/jon-krakauer/
Hilton Kramer,/frasi-di/hilton-kramer/
Hendrik Anthony Kramers,/frasi-di/hendrik-anthony-kramers/
Judith Krantz,/frasi-di/judith-krantz/
Melvin Kranzberg,/frasi-di/melvin-kranzberg/
John Krasinski,/frasi-di/john-krasinski/
Karl Kraus,/frasi-di/karl-kraus/
Charles Krauthammer,/frasi-di/charles-krauthammer/
Lenny Kravitz,/frasi-di/lenny-kravitz/
Thomas Kretschmann,/frasi-di/thomas-kretschmann/
Herbert Kretzmer,/frasi-di/herbert-kretzmer/
Robert Kriegel,/frasi-di/robert-kriegel/
Jiddu Krishnamurti,/frasi-di/jiddu-krishnamurti/
Uppaluri Gopala Krishnamurti,/frasi-di/uppaluri-gopala-krishnamurti/
Julia Kristeva,/frasi-di/julia-kristeva/
Kris Kristofferson,/frasi-di/kris-kristofferson/
Irving Kristol,/frasi-di/irving-kristol/
Ray Kroc,/frasi-di/ray-kroc/
Leopold Kronecker,/frasi-di/leopold-kronecker/
Louis Kronenberger,/frasi-di/louis-kronenberger/
June Kronholz,/frasi-di/june-kronholz/
Pëtr Alekseevič Kropotkin,/frasi-di/petr-alekseevic-kropotkin/
Harold Kroto,/frasi-di/harold-kroto/
Diane Kruger,/frasi-di/diane-kruger/
David Krumholtz,/frasi-di/david-krumholtz/
Nikita Khrushchev,/frasi-di/nikita-krusciov/
Joseph Wood Krutch,/frasi-di/joseph-wood-krutch/
Ivan Andreevič Krylov,/frasi-di/ivan-andreevic-krylov/
Elizabeth Kübler-Ross,/frasi-di/elizabeth-kubler-ross/
Stanley Kubrick,/frasi-di/stanley-kubrick/
Lisa Kudrow,/frasi-di/lisa-kudrow/
Maggie Kuhn,/frasi-di/maggie-kuhn/
Anna Kuliscioff,/frasi-di/anna-kuliscioff/
Maxine Kumin,/frasi-di/maxine-kumin/
Milan Kundera,/frasi-di/milan-kundera/
Hans Kung,/frasi-di/hans-kung/
Mila Kunis,/frasi-di/mila-kunis/
Stanley Jasspon Kunitz,/frasi-di/stanley-jasspon-kunitz/
Fritz Künkel,/frasi-di/fritz-kunkel/
Simon Kunz,/frasi-di/simon-kunz/
Charles Kuralt,/frasi-di/charles-kuralt/
Hanif Kureishi,/frasi-di/hanif-kureishi/
Akira Kurosawa,/frasi-di/akira-kurosawa/
Olga Kurylenko,/frasi-di/olga-kurylenko/
Raymond Kurzweil,/frasi-di/raymond-kurzweil/
Karyn Kusama,/frasi-di/karyn-kusama/
Harold Kushner,/frasi-di/harold-kushner/
Nemanja Emir Kusturica,/frasi-di/nemanja-emir-kusturica/
Ashton Kutcher,/frasi-di/ashton-kutcher/
Hermann Kutter,/frasi-di/hermann-kutter/
Ken Kwapis,/frasi-di/ken-kwapis/
Im Kwon-taek,/frasi-di/im-kwon-taek/
Cécile Kyenge,/frasi-di/cecile-kyenge/
Louis L'Amour,/frasi-di/louis-lamour/
L'aura,/frasi-di/laura/
Madeleine L'Engle,/frasi-di/madeline-lengle/
Sir Roger L'Estrange,/frasi-di/roger-lestrange/
Raffaele La Capria,/frasi-di/raffaele-la-capria/
Giorgio La Pira,/frasi-di/giorgio-la-pira/
Pierre Drieu La Rochelle,/frasi-di/pierre-drieu-la-rochelle/
Louise Labè,/frasi-di/louise-labe/
Patti LaBelle,/frasi-di/patti-labelle/
Shia LaBeouf,/frasi-di/shia-labeouf/
Decimus Laberius,/frasi-di/decimo-laberio/
Eugène Labiche,/frasi-di/eugene-labiche/
Henri Laborit,/frasi-di/henri-laborit/
Eduardo Laboulaye,/frasi-di/edouard-rene-lefebvre-de-laboulaye/
Pierre Laboutin,/frasi-di/pierre-laboutin/
Antonio Labriola,/frasi-di/antonio-labriola/
Neil LaBute,/frasi-di/neil-labute/
Jacques Lacan,/frasi-di/jacques-marie-emile-lacan/
Henri-Dominique Lacordaire,/frasi-di/jean-baptiste-henri-lacordaire/
Alan Ladd,/frasi-di/alan-ladd/
Cathy Ladman,/frasi-di/cathy-ladman/
"Lady Diana, Princess of Wales",/frasi-di/diana-spencer/
Lady Gaga,/frasi-di/stefani-joanne-angelina-germanotta/
Paul Lafargue,/frasi-di/paul-lafargue/
Jean Francois Paul Laffitte,/frasi-di/jean-francois-paul-laffitte/
Christine Lagarde,/frasi-di/christine-lagarde-1/
Olof Gustaf Hugo Lagercrantz,/frasi-di/olof-gustaf-hugo-lagercrantz/
Selma Lagerlof,/frasi-di/selma-lagerlof/
Nicola Lagioia,/frasi-di/nicola-lagioia/
Gina Lagorio,/frasi-di/gina-lagorio/
Joseph Louis Lagrange,/frasi-di/joseph-louis-lagrange/
Richard LaGravenese,/frasi-di/richard-lagravenese/
Ronald David Laing,/frasi-di/ronald-david-laing/
Jess Lair,/frasi-di/jess-lair/
Denis Lalanne,/frasi-di/denis-lalanne/
Lama Gangchen,/frasi-di/lama-gangchen/
Luciano Lama,/frasi-di/luciano-lama/
Vivian Lamarque,/frasi-di/vivian-lamarque/
Caroline Ponsonby Lamb,/frasi-di/caroline-ponsonby-lamb/
Charles Lamb,/frasi-di/charles-lamb/
William Lamb,/frasi-di/william-lamb/
Madame de Lambert,/frasi-di/anna-teresa-lambert/
Rex Lambert,/frasi-di/rex-lambert/
Luciana Lamorgese,/frasi-di/luciana-lamorgese/
Anne Lamott,/frasi-di/anne-lamott/
Jake LaMotta,/frasi-di/jake-lamotta/
Claudio Lamparelli,/frasi-di/claudio-lamparelli/
Tahar Lamri,/frasi-di/tahar-lamri/
Burt Lancaster,/frasi-di/burt-lancaster/
Ermanno Lanconelli,/frasi-di/ermanno-lanconelli/
Edwin Land,/frasi-di/edwin-land/
Jon Landau,/frasi-di/jon-landau/
Martin Landau,/frasi-di/martin-landau/
Ann Landers,/frasi-di/ann-landers/
Carlo Landini,/frasi-di/carlo-landini/
Maurizio Landini,/frasi-di/maurizio-landini/
Ortensio Lando,/frasi-di/ortensio-lando/
Tommaso Landolfi,/frasi-di/tommaso-landolfi/
Letitia Elizabeth Landon,/frasi-di/letitia-elizabeth-landon/
Walter Savage Landor,/frasi-di/walter-savage-landor/
Tom Landry,/frasi-di/tom-landry/
Edwin Landseer,/frasi-di/edwin-landseer/
Anthony Lane,/frasi-di/anthony-lane/
Diane Lane,/frasi-di/diane-lane/
Nathan Lane,/frasi-di/nathan-lane/
Rose Wilder Lane,/frasi-di/rose-wilder-lane/
Andrew Lang,/frasi-di/andrew-lang/
Fritz Lang,/frasi-di/fritz-lang/
Stephen Lang,/frasi-di/stephen-lang/
Walter Lang,/frasi-di/walter-lang/
Harry Langdon,/frasi-di/harry-langdon/
Jessica Lange,/frasi-di/jessica-lange/
Frank Langella,/frasi-di/frank-langella/
Alexander Langer,/frasi-di/alexander-langer/
Susanne Katherina Langer,/frasi-di/susanne-katherina-langer/
